order_id,customer_id,order_date,delivery_date,customer_segment,region,country,city,ev_model,battery_capacity_kwh,range_km,charging_type,autopilot_package,purchase_channel,base_price_usd,incentives_usd,final_price_usd,warranty_years,service_plan,customer_age,satisfaction_score,issues_reported,returned,energy_consumption_kwh_per_100km,mileage_after_1_year_km,maintenance_cost_year1_usd
501278,1622,12/9/2023,20/9/2023,  Corporate  ,  South  ,THAILAND,Chiang Mai,VoltX Pro,50,315,ac,Yes,Dealership,51920,1000,52080,4,Premium,37,9.5,None,No,19.5,20070,492.47
501279,2799,30-Mar-24,17/4/2024,PERSONAL,North,Malaysia,Shah Alam,EcoRide 5,100,593,  Home Charger  ,No,  Dealership  ,42280,5000,37650,5,STANDARD,30,9.7,Software,No,16.4,10980,478.13
501280,2959,13-May-24,17/5/2024,Corporate,NORTH,MALAYSIA,shah alam,EcoRide 5,90,607,  Home Charger  ,No,  Online  ,48710,0,50410,5,  Standard  ,54,8.1,  Software  ,No,14.5,20370,302.55
501281,2392,5-Aug-23,25/8/2023,,NORTH,Vietnam,Ho Chi Minh City,EcoRide 5,90,550,AC,No,dealership,"56,970",5000,"52,320",5,Extended,47,8.5,battery,No,16.5,37000 km,502.87
501282,1747,19/10/2024,31/10/2024,Personal,south,Indonesia,Jakarta,FamilyEV XL,80,466,supercharger,No,  Dealership  ,40670,5000,36950,5,PREMIUM,60,7.5,NONE,No,17.6,25190,101.83
501283,1594,26/11/2023,15/12/2023,Personal,West,malaysia,KUALA LUMPUR,FamilyEV XL,50,312,  DC Fast  ,Yes,Dealership,,5000,44260,7,extended,,6.7,Motor,No,12.9,19790,557.58
501284,2577,11/2/2023,26/2/2023,Corporate,North,  Malaysia  ,JOHOR BAHRU,UrbanEV,90,537,DC FAST,Yes,DEALERSHIP,,2500,36110,6,extended,32,6.6,  None  ,No,19.8,25770,649.82
501285,1424,2/3/2023,23-Feb-23,PERSONAL,West,malaysia,Penang,EcoRide 3,100,,  AC  ,Yes,Dealership,49100,5000,46180,3,  Standard  ,,5,CHARGING,No,19.1,31860,210.25
501286,1612,16/12/2023,12-31-2023,  Corporate  ,  East  ,Thailand,CHIANG MAI,EcoRide 3,50,278,  DC Fast  ,Yes,online,56300,2500,53310,5,  Premium  ,35,8.6,None,No,17.6,16970,444.63
501287,2541,5-Dec-23,24/12/2023,Personal,east,  Indonesia  ,Surabaya,EcoRide 3,60,336,Home Charger,No,DEALERSHIP,54370,1000,54380,4,  Premium  ,25,3,charging,No,17.6,33800,783.89
501288,1691,31/1/2024,7/2/2024,personal,EAST,Thailand,CHIANG MAI,UrbanEV,75,482,AC,No,  Dealership  ,42300,0,41770,4,extended,46,9.4,None,No,21.3,14520,
501289,2305,05-14-2023,27-May-23,Personal,  West  ,Singapore,SINGAPORE,EcoRide 5,80,441,AC,Yes,Online,56020,5000,51410,8,premium,42,10,battery,No,14.8,19270,480.68
501290,2343,31/8/2024,9-Sep-24,CORPORATE,North,Indonesia,  Jakarta  ,EcoRide 3,60,357,AC,No,Dealership,43430,5000,38290,6,standard,60,2.85,None,No,15.9,18660,512.49
501291,2761,23-Mar-22,4/4/2022,Personal,East,singapore,  Singapore  ,EcoRide 5,60,368,dc fast,No,ONLINE,61020,2500,59240,3,standard,35,8.9,Software,No,17.2,30520,485.73
501292,2466,08-27-2023,09-15-2023,CORPORATE,EAST,MALAYSIA,Shah Alam,VoltX Pro,50,328,  Home Charger  ,No,Online,45230,2500,43440,5,STANDARD,44,6.3,none,No,15.3,14260,530.1
501293,2975,11-Feb-24,28/2/2024,  Corporate  ,  East  ,  Thailand  ,BANGKOK,EcoRide 3,80 kWh,465,DC FAST,No,Dealership,,1000,"47,980",5,standard,34,9.7,,Yes,16.6,29440 km,747.12
501294,1314,21/6/2024,11/7/2024,corporate,West,Vietnam,HO CHI MINH CITY,VoltX Pro,60,378,,No,  Dealership  ,49430,5000,45180,5,Premium,34,2.4,none,No,12.3,20710,500.67
501295,1876,31/12/2022,21/1/2023,PERSONAL,North,indonesia,  Surabaya  ,UrbanEV,,417,dc fast,Yes,dealership,37340,0,36200,5,extended,61,4.05,  Software  ,No,15.9,22970,225.72
501296,2989,12/6/2022,16-Jun-22,fleet,EAST,Thailand,bangkok,VoltX S,60,,DC FAST,No,dealership,54630,2500,53860,3,EXTENDED,46,4.35,None,No,16.6,30300,551.43
501297,2764,7/12/2024,13-Dec-24,  Corporate  ,east,Thailand,  Chiang Mai  ,FamilyEV XL,70,421,  AC  ,Yes,  Dealership  ,46540,5000,41900,5,standard,35,5.9,NONE,No,14.8,25370,423.03
501298,2400,05-26-2023,31/5/2023,Personal,SOUTH,  Vietnam  ,HANOI,UrbanEV,75,,  DC Fast  ,No,  Dealership  ,41110,0,38080,4,Extended,59,8.7,CHARGING,Yes,20.9,30940,276.01
501299,2312,26-Apr-22,5/5/2022,Fleet,South,SINGAPORE,Singapore,UrbanEV,70,432,AC,Yes,  Online  ,39740,7500,30930,5,standard,33,7.3,charging,No,18.3,29310,276.08
501300,2460,07-29-2024,18/8/2024,,  East  ,Malaysia,shah alam,UrbanEV,70,402,Supercharger,Yes,dealership,,7500,33960,4,STANDARD,39,10,SOFTWARE,No,16.7,40340,477.99
501301,1661,3-Dec-22,15/12/2022,  Personal  ,  West  ,VIETNAM,  Ho Chi Minh City  ,EcoRide 3,50,289,  DC Fast  ,Yes,DEALERSHIP,44460,5000,40420,4,EXTENDED,43,5.9,motor,No,15.2,30070,625.36
501302,1276,30/5/2024,8/6/2024,Personal,SOUTH,  Indonesia  ,  Surabaya  ,VoltX Pro,60,,supercharger,Yes,Dealership,37530,1000,36140,4,  Standard  ,61,4.7,  None  ,No,12.4,22860,614.22
501303,2733,7/1/2024,17/1/2024,personal,  West  ,MALAYSIA,PENANG,FamilyEV XL,75,440,  Home Charger  ,Yes,ONLINE,39290,1000,38450,3,Premium,30,7.9,none,No,15,22430,
501304,2605,19/4/2024,04-27-2024,PERSONAL,SOUTH,SINGAPORE,SINGAPORE,EcoRide 3,60,314,home charger,No,corporate fleet,32900,2500,31130,4,standard,60,9.9,None,No,17.2,34150,348.62
501305,2526,27/5/2022,30-May-22,PERSONAL,North,  Singapore  ,SINGAPORE,VoltX S,100,620,  AC  ,Yes,Dealership,39330,1000,39640,7,Standard,68,10,None,No,16.8,24250,426.03
501306,1623,19-Mar-23,03-25-2023,  Fleet  ,,MALAYSIA,JOHOR BAHRU,FamilyEV XL,100,635,home charger,No,  Dealership  ,54550,0,55460,5,PREMIUM,29,7.6,NONE,No,14.8,25700,627.09
501307,1515,16/4/2024,2/5/2024,personal,North,VIETNAM,Hanoi,UrbanEV,70,444,supercharger,Yes,  Online  ,53410,5000,47850,5,standard,27,,Software,No,22,30540,644.15
501308,2373,2/11/2024,21/11/2024,PERSONAL,SOUTH,SINGAPORE,  Singapore  ,EcoRide 5,90,518,SUPERCHARGER,No,ONLINE,46890,2500,45750,5,standard,34,4.7,NONE,No,20.3,19890,395.81
501309,1842,31-Jul-24,20/8/2024,PERSONAL,  South  ,INDONESIA,SURABAYA,VoltX S,70,420,AC,Yes,Online,59740,0,57570,4,STANDARD,37,8.8,  None  ,No,15.7,16080,362.6
501310,2469,14/10/2022,27/10/2022,fleet,east,  Malaysia  ,Shah Alam,VoltX Pro,60,373,AC,Yes,Dealership,53500,0,53220,5,standard,28,7.8,none,No,18.8,26350,594.24
501311,2853,21/12/2023,1/6/2024,  Fleet  ,  East  ,Singapore,SINGAPORE,VoltX S,75,479,home charger,Yes,DEALERSHIP,48040,2500,46160,7,  Standard  ,64,6.7,none,Yes,20.9,18930,675.86
501312,1349,25/4/2023,5/6/2023,  Fleet  ,NORTH,MALAYSIA,Penang,EcoRide 3,90,558,,Yes,Online,48800,5000,42590,3,PREMIUM,57,8.5,  None  ,No,18,32990,452.5
501313,2630,22/1/2022,8/2/2022,Corporate,north,indonesia,SURABAYA,EcoRide 5,75,473,ac,Yes,online,"45,620",1000,"44,670",7,premium,58,6.3,None,No,16.5,5240 km,591.89
501314,2687,11-14-2023,28-Nov-23,personal,SOUTH,  Thailand  ,  Chiang Mai  ,EcoRide 3,50,285,DC FAST,No,Online,36180,0,36730,7,  Extended  ,60,9,other,No,11.6,18880,500.57
501315,1822,06-24-2024,7/6/2024,  Corporate  ,east,  Thailand  ,BANGKOK,FamilyEV XL,70,,home charger,Yes,Dealership,43130,2500,39850,7,standard,57,9.7,none,No,16.8,24530,369.68
501316,2160,16/11/2022,7/12/2022,Personal,  North  ,malaysia,Kuala Lumpur,UrbanEV,70,450,DC Fast,No,online,"26,840",1000,"26,030",4,,45,6.8,charging,No,14.7,18010 km,647.04
501317,1758,5/6/2022,27/5/2022,Personal,North,MALAYSIA,PENANG,UrbanEV,100,562,home charger,No,CORPORATE FLEET,"37,340",0,"36,120",5,Extended,63,3.7,none,No,15.2,32730 km,454.53
501318,1898,4/10/2022,12/10/2022,  Fleet  ,WEST,MALAYSIA,shah alam,VoltX S,50,297,AC,No,  Online  ,54720,2500,53230,5,premium,29,7.1,none,No,16,24380,196.89
501319,1242,07-13-2022,21/7/2022,Personal,West,Malaysia,KUALA LUMPUR,UrbanEV,100,632,AC,No,  Dealership  ,45540,1000,45070,3,Extended,69,9.6,None,No,16.3,18190,368.39
501320,1542,27-Nov-23,7/12/2023,FLEET,North,THAILAND,bangkok,UrbanEV,60,361,dc fast,Yes,Dealership,37540,2500,35780,5,Premium,37,8.1,software,No,15.9,24630,100
501321,2063,26/2/2022,1/3/2022,fleet,  South  ,Thailand,chiang mai,FamilyEV XL,70 kWh,440,DC Fast,No,ONLINE,"48,690",5000,"43,620",6,PREMIUM,64,7.5,other,No,13,12960 km,1040.8
501322,1228,19/1/2022,2/7/2022,personal,South,THAILAND,Bangkok,VoltX Pro,60,419,  DC Fast  ,Yes,  Dealership  ,49230,1000,46560,7,PREMIUM,41,9,,No,11.8,26560,759.83
501323,1547,21/9/2022,10/10/2022,personal,west,  Singapore  ,Singapore,VoltX Pro,75,467,ac,No,Dealership,55790,5000,50660,4,STANDARD,34,3.65,  None  ,No,19.5,32190,236.1
501324,1919,4/3/2024,21/3/2024,PERSONAL,East,  Malaysia  ,Kuala Lumpur,EcoRide 3,90,514,AC,No,  Dealership  ,57450,5000,54180,4,Standard,34,3.85,  None  ,No,22.1,21880,382.04
501325,2246,04-23-2022,5/2/2022,CORPORATE,NORTH,Malaysia,JOHOR BAHRU,EcoRide 3,90,,ac,No,dealership,"50,470",2500,"48,990",4,  Extended  ,26,6.3,none,No,17.3,"22,880",545
501326,1005,26/6/2023,17/7/2023,FLEET,  East  ,MALAYSIA,PENANG,VoltX Pro,90,564,SUPERCHARGER,No,ONLINE,34400,0,36150,4,STANDARD,62,9.3,CHARGING,No,13.7,15010,819.91
501327,2345,9-Oct-23,14/10/2023,PERSONAL,south,indonesia,  Surabaya  ,VoltX S,100,603,DC Fast,Yes,dealership,60960,5000,56020,5,STANDARD,45,3.2,NONE,No,20,17600,644.85
501328,1467,2/8/2023,15/8/2023,personal,South,Thailand,  Bangkok  ,VoltX Pro,80,436,,Yes,Dealership,54470,5000,48780,6,premium,25,10,  None  ,No,23.2,30280,544.16
501329,2755,24/12/2024,14/1/2025,FLEET,south,  Malaysia  ,Kuala Lumpur,EcoRide 3,50,324,ac,No,  Dealership  ,50940,1000,50530,6,STANDARD,54,8.4,motor,No,20.6,22090,
501330,1074,01-25-2022,5/2/2022,Corporate,South,malaysia,Shah Alam,EcoRide 5,90,566,dc fast,No,  Dealership  ,44880,2500,42190,7,  Standard  ,42,7.8,NONE,No,21,38520,595.65
501331,1003,1/1/2022,13/1/2022,personal,SOUTH,INDONESIA,JAKARTA,UrbanEV,,420,home charger,Yes,ONLINE,34150,1000,32590,5,Standard,59,8,BATTERY,No,,26920,587.59
501332,2870,29/6/2024,7/3/2024,Personal,  North  ,  Thailand  ,chiang mai,FamilyEV XL,50,344,  DC Fast  ,Yes,  Online  ,41080,0,39350,5,standard,63,10,BATTERY,No,15.3,14900,506.86
501333,1645,21/5/2022,24/5/2022,  Corporate  ,SOUTH,thailand,  Bangkok  ,EcoRide 5,75 kWh,481,ac,No,Corporate Fleet,"44,640",1000,,6,Extended,46,6,None,No,20.6,39010 km,484.06
501334,1117,10-Oct-23,28/10/2023,  Personal  ,North,SINGAPORE,Singapore,EcoRide 5,75,420,DC FAST,No,CORPORATE FLEET,42190,0,43130,7,premium,27,6.1,NONE,No,13.4,12840,410.58
501335,1880,7/7/2022,27-Jul-22,  Personal  ,WEST,  Malaysia  ,  Penang  ,UrbanEV,100,647,  Supercharger  ,Yes,dealership,52650,0,51490,7,EXTENDED,30,9.4,NONE,No,15.3,20150,757.37
501336,2629,07-20-2022,8/8/2022,government,North,  Vietnam  ,  Ho Chi Minh City  ,VoltX Pro,75,458,  DC Fast  ,No,Online,44460,1000,44950,5,standard,60,3.3,other,No,17.6,24050,161.69
501337,1503,14/9/2022,09-22-2022,Fleet,  North  ,  Indonesia  ,surabaya,VoltX S,75,507,AC,No,  Dealership  ,39560,5000,34810,7,STANDARD,40,6.9,Software,No,18.6,25030,561.71
501338,1946,1/7/2023,07-17-2023,Personal,East,  Malaysia  ,PENANG,EcoRide 5,80,510,supercharger,No,  Dealership  ,48510,5000,43620,5,STANDARD,27,7.3,  None  ,No,16.2,18510,503.36
501339,1573,07-13-2022,07-30-2022,PERSONAL,West,indonesia,jakarta,VoltX S,60,372,DC Fast,No,dealership,39200,7500,30480,7,  Standard  ,,9.7,BATTERY,No,17,22910,106.3
501340,2464,4/12/2023,20-Dec-23,personal,West,Indonesia,JAKARTA,FamilyEV XL,,370,ac,Yes,online,"33,580",1000,"33,110",6,Extended,35,9.2,  Battery  ,No,17.5,"32,180",424.35
501341,1193,3/12/2024,03-17-2024,  Personal  ,  South  ,MALAYSIA,johor bahru,FamilyEV XL,90,497,  AC  ,No,ONLINE,,2500,44920,4,standard,41,3.9,none,No,16.3,32270,296.18
501342,1846,30/7/2024,20-Aug-24,Corporate,  North  ,SINGAPORE,singapore,FamilyEV XL,80,464,DC Fast,Yes,ONLINE,44490,5000,38540,7,  Standard  ,43,8.6,None,No,15.5,35600,293.49
501343,1714,18-Feb-23,4/3/2023,personal,EAST,MALAYSIA,SHAH ALAM,EcoRide 3,100,608,  Supercharger  ,No,  Online  ,46100,2500,41930,4,STANDARD,32,8.6,  Software  ,No,16.6,16760,343.34
501344,2415,28/6/2024,2/7/2024,  Corporate  ,  East  ,Malaysia,  Penang  ,EcoRide 5,60,327,  Home Charger  ,No,dealership,54630,0,57330,7,Standard,38,6.5,NONE,No,15.4,24900,749.02
501345,2049,7/7/2022,12/7/2022,corporate,  North  ,,BANGKOK,FamilyEV XL,,619,dc fast,No,DEALERSHIP,46760,1000,45710,5,PREMIUM,50,6.6,charging,No,19.7,26020,488.15
501346,2458,02-14-2022,3/6/2022,PERSONAL,West,malaysia,  Penang  ,EcoRide 3,100,570,supercharger,Yes,DEALERSHIP,48980,5000,43370,6,STANDARD,49,2.45,  Battery  ,No,17.9,10050,649.02
501347,1172,24/3/2022,27/3/2022,personal,north,Indonesia,SURABAYA,FamilyEV XL,75,438,AC,No,Online,45120,0,45080,4,standard,34,5,  None  ,No,16.8,20660,259.55
501348,2323,12-24-2022,1/1/2023,Personal,west,vietnam,  Hanoi  ,VoltX Pro,60,377,home charger,No,dealership,50670,0,50170,3,STANDARD,56,,Charging,No,16.3,26700,376.14
501349,2668,25/12/2024,1/1/2025,  Corporate  ,west,  Malaysia  ,JOHOR BAHRU,EcoRide 5,50,289,dc fast,No,dealership,30070,1000,28890,8,Standard,39,8,None,No,20.1,21770,
501350,1325,24/7/2024,07-27-2024,  Corporate  ,  East  ,singapore,SINGAPORE,EcoRide 3,90,557,DC Fast,Yes,ONLINE,"39,580",5000,"34,950",5,standard,28,4.4,  Charging  ,No,15.9,"18,010",531.96
501351,2433,10/1/2023,31-Jan-23,Personal,West,  Indonesia  ,  Surabaya  ,FamilyEV XL,,363,AC,Yes,dealership,42300,0,41890,6,,52,6.5,NONE,No,19.2,25420,606.35
501352,2141,11-Jun-22,14/6/2022,fleet,east,Indonesia,Jakarta,EcoRide 3,50,279,ac,No,Dealership,41640,2500,39260,6,extended,28,6.7,software,No,20.6,31280,554.18
501353,1835,18-Nov-22,6/12/2022,fleet,  North  ,  Indonesia  ,  Surabaya  ,FamilyEV XL,70,445,  Supercharger  ,Yes,dealership,39460,0,41790,5,STANDARD,37,3.3,software,No,18.5,24150,338.49
501354,2810,26/3/2023,9-Apr-23,corporate,south,Malaysia,,VoltX Pro,50,319,AC,No,ONLINE,44430,2500,40100,6,STANDARD,36,1.85,NONE,No,12.2,7650,
501355,1723,2-Nov-24,11/12/2024,  Personal  ,north,,SINGAPORE,VoltX S,50,320,ac,Yes,Dealership,44050,2500,40410,3,  Premium  ,39,7.9,none,No,15.7,31150,378.15
501356,1224,3/7/2022,07-21-2022,personal,South,thailand,Bangkok,FamilyEV XL,75 kWh,507,AC,No,CORPORATE FLEET,"44,420",0,"44,910",5,Extended,53,10,NONE,No,14.4,"13,760",553.25
501357,1531,04-21-2022,24-Apr-22,,East,  Vietnam  ,hanoi,VoltX S,75,438,ac,Yes,  Dealership  ,46400,7500,40270,5,  Standard  ,47,7.2,None,No,13.4,14450,225.19
501358,1112,23/5/2023,29-May-23,  Personal  ,south,malaysia,Penang,EcoRide 5,90,470,  DC Fast  ,Yes,  Dealership  ,48480,5000,46470,7,standard,37,7.2,None,No,20.3,24480,448.8
501359,1139,22/10/2022,3/11/2022,personal,south,VIETNAM,,VoltX Pro,,430,DC FAST,Yes,Online,,1000,38980,6,standard,62,7.4,Other,No,18.1,24570,603.48
501360,1558,22/6/2024,5-Jul-24,  Personal  ,  East  ,,  Kuala Lumpur  ,EcoRide 5,50,319,  AC  ,No,DEALERSHIP,41340,0,40120,4,extended,59,8.5,,No,10,18100,520.55
501361,1000,08-31-2024,09-19-2024,PERSONAL,  West  ,VIETNAM,Hanoi,VoltX S,80,477,DC FAST,No,DEALERSHIP,51460,1000,,8,premium,64,9.3,NONE,No,17,27800,336.43
501362,1089,09-24-2023,3-Oct-23,PERSONAL,NORTH,thailand,BANGKOK,VoltX Pro,75,408,  Supercharger  ,No,dealership,38410,5000,33530,5,extended,36,6.7,  Battery  ,No,15,22500,608.4
501363,1653,16/11/2024,30-Nov-24,  Corporate  ,SOUTH,Singapore,singapore,UrbanEV,75,,home charger,No,  Online  ,39340,0,39430,5,STANDARD,54,,NONE,No,19.8,11810,344.44
501364,1319,3/1/2024,1/12/2024,personal,NORTH,thailand,,VoltX Pro,50,328,dc fast,Yes,Corporate Fleet,39590,1000,36650,6,Extended,29,7.9,  Charging  ,No,15,15540,150.51
501365,2573,17-Nov-22,12/1/2022,PERSONAL,EAST,MALAYSIA,kuala lumpur,VoltX Pro,70,437,DC FAST,No,  Dealership  ,43600,1000,43770,5,  Premium  ,26,8.4,NONE,No,18,20450,706.62
501366,2828,1/7/2024,18/7/2024,fleet,North,malaysia,kuala lumpur,UrbanEV,70,406,  AC  ,No,Corporate Fleet,,0,51070,6,standard,66,,None,No,17.9,22800,299.3
501367,2917,13/3/2023,03-17-2023,personal,east,MALAYSIA,penang,EcoRide 3,60,405,  DC Fast  ,Yes,  Dealership  ,48670,1000,48240,5,premium,54,6.5,none,No,14.5,18710,657.86
501368,1138,02-20-2024,7/3/2024,personal,South,MALAYSIA,penang,EcoRide 3,90,635,supercharger,No,Dealership,"38,890",2500,"36,460",4,Extended,59,,  Other  ,No,14,9560 km,452.6
501369,2534,12-Dec-24,27-Dec-24,  Corporate  ,north,Malaysia,kuala lumpur,EcoRide 3,70,,DC Fast,No,  Dealership  ,57690,1000,56890,5,  Standard  ,34,,None,No,23.1,17550,629.1
501370,2891,27-Dec-23,2/1/2024,corporate,  West  ,  Indonesia  ,Jakarta,VoltX S,75,473,AC,No,dealership,40130,5000,35180,4,  Standard  ,33,7.8,none,No,18.2,27080,342.99
501371,1844,01-31-2022,16/2/2022,FLEET,north,  Thailand  ,  Chiang Mai  ,VoltX Pro,80,497,  DC Fast  ,No,  Online  ,33650,5000,27900,5,Standard,41,9.2,None,No,17.2,22900,670.99
501372,1258,3/12/2022,19/12/2022,Fleet,south,MALAYSIA,kuala lumpur,FamilyEV XL,60,381,home charger,No,ONLINE,57770,1000,55930,4,Extended,62,7.7,None,No,20.6,28920,390.97
501373,2696,2/7/2022,20-Jul-22,  Personal  ,North,INDONESIA,  Surabaya  ,UrbanEV,90,611,Home Charger,No,dealership,39140,2500,37590,4,  Extended  ,54,9.5,none,No,22.3,27930,445.24
501374,1901,12/11/2024,21-Nov-24,CORPORATE,  South  ,Thailand,Bangkok,FamilyEV XL,80,449,Supercharger,No,corporate fleet,44220,2500,41700,6,  Standard  ,65,5.1,  Battery  ,Yes,21.5,10310,
501375,1689,28-Jun-23,19/7/2023,personal,EAST,  Vietnam  ,ho chi minh city,VoltX S,80,469,AC,Yes,Dealership,44060,2500,40910,5,  Standard  ,59,8.5,  None  ,No,12.9,17790,175.94
501376,1009,30-Oct-24,11/3/2024,  Corporate  ,  South  ,THAILAND,  Chiang Mai  ,UrbanEV,75,449,ac,No,Online,"49,070",0,"48,560",6,premium,31,6.1,NONE,No,17.1,27250 km,651.62
501377,1260,10-22-2023,3/11/2023,PERSONAL,NORTH,malaysia,Shah Alam,FamilyEV XL,50,311,  Supercharger  ,Yes,Online,32140,0,32830,5,Standard,36,9.7,none,No,16.2,25910,366.69
501378,2942,9/6/2022,29/6/2022,corporate,  South  ,  Singapore  ,  Singapore  ,VoltX S,50,331,ac,No,Dealership,42900,5000,,5,  Standard  ,66,7.8,  None  ,No,22.7,25870,107.68
501379,2673,11/3/2024,11-22-2024,CORPORATE,  East  ,  Thailand  ,BANGKOK,VoltX S,50,308,  DC Fast  ,No,DEALERSHIP,42430,0,,5,Standard,58,3.75,none,No,19.1,29390,375.19
501380,1171,16/2/2023,23/2/2023,corporate,WEST,MALAYSIA,Penang,VoltX S,70,438,DC Fast,Yes,Corporate Fleet,54900,2500,52240,6,Standard,27,6.8,,No,13.1,31330,607.65
501381,1897,10/8/2024,22/10/2024,personal,EAST,  Malaysia  ,Penang,UrbanEV,50,314,  DC Fast  ,Yes,DEALERSHIP,41200,2500,38350,4,premium,57,9,NONE,No,11.5,10210,260.71
501382,1012,02-22-2022,2-Mar-22,  Personal  ,EAST,Malaysia,  Kuala Lumpur  ,FamilyEV XL,90,541,  DC Fast  ,No,Online,42750,0,43370,5,  Standard  ,64,8.9,  None  ,No,21.9,19470,707.24
501383,2191,2/12/2023,02-23-2023,FLEET,North,malaysia,  Penang  ,FamilyEV XL,75,438,Home Charger,Yes,dealership,50320,5000,45040,4,  Standard  ,37,7.6,None,No,17,26940,389.85
501384,2665,26/4/2024,04-29-2024,  Corporate  ,SOUTH,  Singapore  ,SINGAPORE,EcoRide 5,70,422,AC,Yes,DEALERSHIP,48580,5000,43960,5,extended,35,9,none,No,16.9,27880,422.99
501385,2619,11/11/2024,28-Nov-24,Personal,North,SINGAPORE,singapore,VoltX S,90,516,supercharger,No,Dealership,39930,1000,38870,7,  Extended  ,64,8.3,None,No,16,34590,345
501386,1320,11-19-2024,27/11/2024,government,NORTH,Malaysia,KUALA LUMPUR,EcoRide 3,50 kWh,287,Supercharger,No,ONLINE,"48,000",5000,"41,260",6,STANDARD,44,8.1,Battery,No,14.5,32820 km,124.01
501387,2342,12/4/2023,25/12/2023,CORPORATE,North,THAILAND,  Chiang Mai  ,VoltX Pro,90,553,Home Charger,No,Online,39840,0,38770,5,standard,55,9.2,battery,No,17.1,30410,437.87
501388,2636,17/9/2022,7/10/2022,Personal,EAST,THAILAND,chiang mai,EcoRide 5,80,465,dc fast,No,  Dealership  ,50620,5000,45910,4,  Standard  ,57,10,none,No,19.4,19070,480.52
501389,1328,18/12/2024,26/12/2024,corporate,EAST,Malaysia,SHAH ALAM,EcoRide 5,75,505,DC FAST,No,online,43880,2500,40930,5,premium,58,8.4,  None  ,No,16.9,28360,571.64
501390,1784,02-15-2024,1/3/2024,  Personal  ,  West  ,Malaysia,Penang,UrbanEV,75,,Home Charger,Yes,  Online  ,36200,2500,35760,6,extended,33,8.4,  None  ,No,20.1,36290,343.04
501391,1776,11/1/2024,4/11/2024,  Personal  ,North,malaysia,  Penang  ,EcoRide 5,90 kWh,589,DC FAST,No,Online,"30,000",0,"29,210",3,PREMIUM,31,9.4,  Other  ,No,19.1,32930 km,
501392,2994,29/4/2024,14/5/2024,Personal,  East  ,,SHAH ALAM,FamilyEV XL,60,330,DC Fast,No,corporate fleet,42370,1000,40060,6,Standard,33,6.6,  None  ,No,19.7,25070,838.62
501393,1910,12-20-2022,29/12/2022,fleet,  West  ,MALAYSIA,  Kuala Lumpur  ,UrbanEV,,414,  AC  ,No,online,39510,5000,34550,6,STANDARD,66,3.85,NONE,No,17.5,32570,532.01
501394,2943,05-22-2024,8-Jun-24,  Corporate  ,EAST,MALAYSIA,  Kuala Lumpur  ,UrbanEV,,476,,No,  Dealership  ,43320,1000,42570,3,  Extended  ,,7.4,None,No,16.5,24010,480.13
501395,2573,17/9/2024,1/10/2024,PERSONAL,south,  Thailand  ,  Bangkok  ,EcoRide 3,75 kWh,478,,Yes,dealership,"44,660",2500,"43,040",5,Standard,26,4.25,none,No,13.5,24090 km,705.69
501396,2442,14-Oct-24,10-17-2024,FLEET,South,  Singapore  ,singapore,VoltX S,60,348,Supercharger,No,dealership,31600,5000,24100,4,  Extended  ,29,8.3,NONE,No,20,20890,300.25
501397,2629,10-21-2022,7/11/2022,Fleet,North,Malaysia,JOHOR BAHRU,EcoRide 5,75,447,SUPERCHARGER,No,dealership,39890,1000,40400,4,  Standard  ,26,10,CHARGING,No,17.8,12760,267.54
501398,2118,28/7/2022,3/8/2022,Corporate,SOUTH,MALAYSIA,Johor Bahru,VoltX S,100 kWh,640,ac,No,Dealership,"44,090",1000,"41,780",5,  Standard  ,34,10,NONE,No,16.2,29150 km,621.48
501399,2840,28/3/2024,4/12/2024,PERSONAL,East,  Thailand  ,  Bangkok  ,VoltX S,75,438,SUPERCHARGER,Yes,DEALERSHIP,45700,5000,41790,4,  Extended  ,55,5.7,  None  ,No,13.6,21780,854.13
501400,2604,25-Jan-23,2/1/2023,  Corporate  ,NORTH,  Indonesia  ,SURABAYA,VoltX S,60,342,DC Fast,No,online,50590,5000,47550,6,standard,57,8.5,OTHER,No,20.8,23500,212.11
501401,1317,21/11/2022,11-25-2022,personal,North,Indonesia,SURABAYA,UrbanEV,,628,  DC Fast  ,Yes,dealership,51790,1000,51540,6,premium,68,9.1,NONE,No,17,26070,486.92
501402,2979,07-28-2024,31/7/2024,PERSONAL,  East  ,  Thailand  ,Bangkok,VoltX S,100,548,home charger,No,CORPORATE FLEET,43330,2500,39680,8,Premium,30,8.1,NONE,No,22.6,18440,560.66
501403,1235,7-Jun-24,06-25-2024,Personal,  West  ,MALAYSIA,kuala lumpur,EcoRide 5,75,439,ac,Yes,corporate fleet,43960,7500,36270,5,extended,38,7.2,,No,10.8,28660,581.05
501404,2969,30-Oct-23,7/11/2023,Personal,  South  ,Malaysia,johor bahru,UrbanEV,90,544,Supercharger,No,Dealership,41640,0,42400,3,standard,38,10,NONE,No,17.9,21460,428.52
501405,1333,25-Sep-23,10-13-2023,  Corporate  ,East,Indonesia,  Surabaya  ,EcoRide 5,70,435,dc fast,No,  Corporate Fleet  ,49590,0,49620,5,EXTENDED,39,8.5,,No,12.9,21750,306.29
501406,2908,31/7/2023,16/8/2023,Personal,South,Malaysia,PENANG,UrbanEV,100 kWh,633,Supercharger,Yes,  Corporate Fleet  ,"42,310",2500,"38,760",6,Standard,57,6.4,  None  ,No,14.8,"3,000",100
